index,defense_action,text_snippet,top_contributing_features
5026,quarantine,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,"send (2.4560000896453857), now (2.1760001182556152), 500 (1.2790000438690186), in (-0.5429999828338623), cash (0.4729999899864197), call (-0.39899998903274536), is (0.3700000047683716), go (-0.26899999380111694), your (-0.1850000023841858), my (0.17100000381469727)"
5027,quarantine,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,"call (4.072000026702881), your (1.9179999828338623), for (1.3609999418258667), me (0.36399999260902405), my (0.18299999833106995), now (-0.15299999713897705), you (0.1469999998807907), in (0.13199999928474426), from (-0.11500000208616257), txt (-0.11400000005960464)"
5036,quarantine,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,"txt (3.2090001106262207), reply (1.4559999704360962), but (-1.4429999589920044), now (1.2599999904632568), won (0.8740000128746033), it (-0.8270000219345093), you (0.656000018119812), from (0.5699999928474426), to (0.5440000295639038), your (0.40400001406669617)"
5040,quarantine,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,"sms (2.5899999141693115), reply (2.3269999027252197), stop (1.812000036239624), send (1.4819999933242798), or (0.7440000176429749), see (0.4449999928474426), you (0.41200000047683716), call (-0.3100000023841858), to (0.19300000369548798), is (0.18000000715255737)"
5042,quarantine,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,"text (2.38100004196167), now (1.812000036239624), call (1.5980000495910645), your (1.4539999961853027), free (1.1629999876022339), help (0.7950000166893005), to (-0.6639999747276306), need (-0.5540000200271606), get (-0.41600000858306885), me (0.3580000102519989)"
5054,quarantine,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,"call (2.8469998836517334), txt (2.746000051498413), or (1.2790000438690186), for (0.6809999942779541), me (0.33899998664855957), orange (0.29499998688697815), my (0.1679999977350235), your (-0.1469999998807907), now (-0.13600000739097595), you (0.125)"
5059,quarantine,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,"call (3.736999988555908), free (1.7510000467300415), or (1.253000020980835), 500 (1.1510000228881836), with (0.7609999775886536), for (0.531000018119812), me (0.33899998664855957), my (0.17100000381469727), you (0.14100000262260437), from (-0.1340000033378601)"
5067,quarantine,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,"claim (2.752000093460083), your (1.8359999656677246), you (0.6370000243186951), call (-0.49900001287460327), number (0.49399998784065247), to (-0.375), apply (0.3529999852180481), me (0.17000000178813934), txt (-0.15800000727176666), my (0.1509999930858612)"
5070,quarantine,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,"txt (4.538000106811523), or (0.9860000014305115), to (0.9169999957084656), in (-0.5080000162124634), need (-0.32199999690055847), call (-0.3100000023841858), tone (0.28700000047683716), your (-0.2150000035762787), me (0.1589999943971634), my (0.14900000393390656)"
5072,quarantine,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,"text (3.00600004196167), win (2.759000062942505), now (1.534999966621399), to (1.3359999656677246), call (-0.3790000081062317), you (0.2630000114440918), me (0.2240000069141388), your (-0.19099999964237213), txt (-0.16300000250339508), from (-0.1589999943971634)"
5075,quarantine,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921","call (4.25600004196167), won (0.9860000014305115), to (0.6869999766349792), of (0.6579999923706055), cash (0.5139999985694885), or (0.48100000619888306), you (0.41200000047683716), me (0.37299999594688416), and (0.20000000298023224), my (0.19499999284744263)"
5078,quarantine,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,"call (2.88100004196167), reply (1.4859999418258667), free (1.1349999904632568), or (0.9399999976158142), mobile (0.9089999794960022), new (0.8820000290870667), to (0.7639999985694885), with (0.7620000243186951), me (0.36899998784065247), my (0.1850000023841858)"
5103,quarantine,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,"your (2.069000005722046), mobile (1.3919999599456787), msg (1.315000057220459), for (1.1069999933242798), been (1.0759999752044678), this (0.890999972820282), it (-0.8849999904632568), call (-0.4399999976158142), is (0.3319999873638153), as (-0.21899999678134918)"
5111,quarantine,You have 1 new message. Please call 08715205273,"message (1.8040000200271606), call (1.6490000486373901), new (1.496000051498413), have (0.796999990940094), you (-0.3050000071525574), me (0.22599999606609344), txt (-0.16500000655651093), from (-0.15199999511241913), my (0.13300000131130219), now (-0.10700000077486038)"
5113,quarantine,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,"call (3.496000051498413), free (1.2549999952316284), your (0.8180000185966492), the (-0.8169999718666077), you (0.4490000009536743), mobile (0.4169999957084656), for (0.37400001287460327), me (0.3479999899864197), to (-0.3230000138282776), my (0.18700000643730164)"
5138,quarantine,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10","call (4.0879998207092285), now (1.3919999599456787), won (1.027999997138977), or (0.9940000176429749), your (0.4699999988079071), you (0.40700000524520874), me (0.3709999918937683), my (0.19599999487400055), to (-0.164000004529953), from (-0.11500000208616257)"
5142,quarantine,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/to,"txt (4.210000038146973), free (1.3980000019073486), to (0.7409999966621399), mobile (0.6140000224113464), get (0.5569999814033508), call (-0.2630000114440918), your (-0.17800000309944153), tone (0.16099999845027924), me (0.15600000321865082), my (0.14900000393390656)"
5148,quarantine,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,"free (1.8990000486373901), stop (1.8680000305175781), this (0.8240000009536743), get (0.6290000081062317), to (0.4359999895095825), of (0.3659999966621399), call (-0.36399999260902405), with (0.3089999854564667), your (0.2840000092983246), the (0.21400000154972076)"
5165,quarantine,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","call (3.9489998817443848), now (1.5729999542236328), mobile (0.7639999985694885), ur (0.6669999957084656), games (0.4189999997615814), me (0.3610000014305115), my (0.1860000044107437), your (-0.16300000250339508), 150p (0.16099999845027924), from (-0.1599999964237213)"
5179,quarantine,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,"txt (3.7279999256134033), sms (2.4639999866485596), free (1.6200000047683716), now (1.4179999828338623), to (1.0149999856948853), new (0.621999979019165), call (-0.2680000066757202), up (-0.21699999272823334), me (0.1720000058412552), your (-0.1679999977350235)"
5190,quarantine,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,"txt (4.327000141143799), win (3.00600004196167), in (-0.578000009059906), get (0.5519999861717224), for (0.5429999828338623), your (-0.2759999930858612), apply (0.2669999897480011), call (-0.25600001215934753), now (-0.14399999380111694), me (0.13500000536441803)"
5191,quarantine,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,"txt (2.9730000495910645), free (1.3049999475479126), claim (1.2999999523162842), stop (1.2640000581741333), msg (1.246999979019165), reply (1.1959999799728394), in (-0.7599999904632568), this (0.5699999928474426), with (0.4129999876022339), call (-0.22100000083446503)"
5197,quarantine,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ","txt (3.9660000801086426), free (0.9829999804496765), to (0.8629999756813049), with (0.7749999761581421), call (-0.2980000078678131), tone (0.28700000047683716), up (-0.2150000035762787), per (0.20999999344348907), message (0.17100000381469727), me (0.16699999570846558)"
5201,quarantine,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,"call (3.4609999656677246), from (1.121000051498413), for (0.6679999828338623), number (0.4259999990463257), me (0.34200000762939453), now (-0.17299999296665192), my (0.16599999368190765), per (0.164000004529953), txt (-0.1289999932050705), to (0.11800000071525574)"
5202,quarantine,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10","call (4.0879998207092285), now (1.3919999599456787), won (1.027999997138977), or (0.9940000176429749), your (0.4699999988079071), you (0.40700000524520874), me (0.3709999918937683), my (0.19599999487400055), to (-0.164000004529953), from (-0.11500000208616257)"
5206,quarantine,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,"call (3.377000093460083), free (1.555999994277954), or (1.0829999446868896), mobile (1.0119999647140503), your (0.37700000405311584), me (0.36399999260902405), to (0.32899999618530273), my (0.20600000023841858), for (0.13199999928474426), you (0.12999999523162842)"
5215,quarantine,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,"sms (2.5910000801086426), reply (2.3239998817443848), stop (1.7380000352859497), send (1.7059999704360962), or (0.9950000047683716), see (0.44600000977516174), you (0.36000001430511475), call (-0.3059999942779541), is (0.1809999942779541), me (0.17100000381469727)"
5229,quarantine,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,"call (4.216000080108643), your (2.0369999408721924), for (1.4559999704360962), no (-0.43799999356269836), me (0.367000013589859), my (0.18199999630451202), now (-0.1550000011920929), you (0.14399999380111694), in (0.1340000033378601), from (-0.11599999666213989)"
5233,quarantine,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,"call (3.2760000228881836), claim (2.0230000019073486), mobile (0.9300000071525574), your (0.6669999957084656), you (-0.6480000019073486), customer (0.574999988079071), me (0.3529999852180481), number (0.3479999899864197), are (0.33399999141693115), my (0.1850000023841858)"
5238,quarantine,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,"call (3.7739999294281006), mobile (1.194000005722046), service (1.1440000534057617), your (1.0779999494552612), from (0.9769999980926514), out (0.9150000214576721), it (-0.7110000252723694), you (-0.6700000166893005), to (-0.503000020980835), or (0.44200000166893005)"
5251,quarantine,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,"call (4.546000003814697), from (1.3550000190734863), or (0.8429999947547913), cash (0.5740000009536743), me (0.382999986410141), my (0.1860000044107437), now (-0.15000000596046448), your (-0.12399999797344208), txt (-0.11999999731779099), the (0.11400000005960464)"
5270,quarantine,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ","call (3.740000009536743), if (-1.7719999551773071), to (0.7960000038146973), your (0.75), you (0.6480000019073486), customer (0.5789999961853027), me (0.34200000762939453), go (-0.3370000123977661), 150p (0.2750000059604645), at (-0.23600000143051147)"
